# FaceTracer Dataset v1.0 - facelabels.txt - http://www.cs.columbia.edu/CAVE/databases/facetracer/
# Format: face_id	attribute	label
8240	hair_color	blond
8837	hair_color	blond
8978	hair_color	blond
9282	hair_color	blond
11431	hair_color	blond
11438	hair_color	blond
11472	hair_color	blond
11494	hair_color	blond
11496	hair_color	blond
11526	hair_color	blond
11547	hair_color	blond
11551	hair_color	blond
11564	hair_color	blond
11587	hair_color	blond
11723	hair_color	blond
11724	hair_color	blond
11760	hair_color	blond
11772	hair_color	blond
11774	hair_color	blond
11776	hair_color	blond
11779	hair_color	blond
11780	hair_color	blond
11798	hair_color	blond
11804	hair_color	blond
11833	hair_color	blond
11855	hair_color	blond
11858	hair_color	blond
11864	hair_color	blond
11867	hair_color	blond
11870	hair_color	blond
11892	hair_color	blond
11909	hair_color	blond
12008	hair_color	blond
12074	hair_color	blond
12078	hair_color	blond
12083	hair_color	blond
12232	hair_color	blond
12264	hair_color	blond
12275	hair_color	blond
12372	hair_color	blond
12387	hair_color	blond
12394	hair_color	blond
12399	hair_color	blond
12401	hair_color	blond
12403	hair_color	blond
12405	hair_color	blond
12420	hair_color	blond
12422	hair_color	blond
12497	hair_color	blond
12518	hair_color	blond
12521	hair_color	blond
12537	hair_color	blond
12629	hair_color	blond
12634	hair_color	blond
12642	hair_color	blond
12676	hair_color	blond
12680	hair_color	blond
12684	hair_color	blond
12685	hair_color	blond
12688	hair_color	blond
12689	hair_color	blond
12690	hair_color	blond
12692	hair_color	blond
12694	hair_color	blond
12705	hair_color	blond
12707	hair_color	blond
12708	hair_color	blond
12712	hair_color	blond
12819	hair_color	blond
12840	hair_color	blond
12845	hair_color	blond
12868	hair_color	blond
12871	hair_color	blond
12893	hair_color	blond
12978	hair_color	blond
13005	hair_color	blond
13185	hair_color	blond
13187	hair_color	blond
13202	hair_color	blond
13233	hair_color	blond
13274	hair_color	blond
13364	hair_color	blond
13366	hair_color	blond
13437	hair_color	blond
13469	hair_color	blond
13508	hair_color	blond
13516	hair_color	blond
13528	hair_color	blond
13537	hair_color	blond
13541	hair_color	blond
13549	hair_color	blond
13558	hair_color	blond
13565	hair_color	blond
13568	hair_color	blond
13603	hair_color	blond
13672	hair_color	blond
13704	hair_color	blond
13705	hair_color	blond
13750	hair_color	blond
13760	hair_color	blond
13814	hair_color	blond
13838	hair_color	blond
13840	hair_color	blond
13841	hair_color	blond
13853	hair_color	blond
13856	hair_color	blond
13859	hair_color	blond
13862	hair_color	blond
13863	hair_color	blond
13864	hair_color	blond
13865	hair_color	blond
13899	hair_color	blond
13919	hair_color	blond
13932	hair_color	blond
13943	hair_color	blond
13944	hair_color	blond
13959	hair_color	blond
14043	hair_color	blond
14069	hair_color	blond
14070	hair_color	blond
14071	hair_color	blond
14084	hair_color	blond
14085	hair_color	blond
14087	hair_color	blond
14088	hair_color	blond
14119	hair_color	blond
14128	hair_color	blond
14136	hair_color	blond
14139	hair_color	blond
14151	hair_color	blond
14161	hair_color	blond
14172	hair_color	blond
14176	hair_color	blond
14186	hair_color	blond
14187	hair_color	blond
14189	hair_color	blond
14192	hair_color	blond
14194	hair_color	blond
14196	hair_color	blond
14203	hair_color	blond
14219	hair_color	blond
14220	hair_color	blond
14224	hair_color	blond
14225	hair_color	blond
14226	hair_color	blond
14229	hair_color	blond
14230	hair_color	blond
14231	hair_color	blond
14232	hair_color	blond
14238	hair_color	blond
14318	hair_color	blond
14325	hair_color	blond
14332	hair_color	blond
14357	hair_color	blond
14358	hair_color	blond
14359	hair_color	blond
14362	hair_color	blond
14391	hair_color	blond
14420	hair_color	blond
14479	hair_color	blond
14483	hair_color	blond
14486	hair_color	blond
14503	hair_color	blond
14516	hair_color	blond
14518	hair_color	blond
14525	hair_color	blond
14527	hair_color	blond
14530	hair_color	blond
14531	hair_color	blond
14534	hair_color	blond
14543	hair_color	blond
14545	hair_color	blond
14564	hair_color	blond
14576	hair_color	blond
14578	hair_color	blond
14612	hair_color	blond
14614	hair_color	blond
14616	hair_color	blond
14619	hair_color	blond
14628	hair_color	blond
14633	hair_color	blond
14634	hair_color	blond
14635	hair_color	blond
14637	hair_color	blond
14642	hair_color	blond
14646	hair_color	blond
14648	hair_color	blond
14665	hair_color	blond
14677	hair_color	blond
14679	hair_color	blond
14680	hair_color	blond
14689	hair_color	blond
14694	hair_color	blond
14709	hair_color	blond
591	hair_color	not_blond
592	hair_color	not_blond
2273	hair_color	not_blond
2526	hair_color	not_blond
2529	hair_color	not_blond
2531	hair_color	not_blond
2532	hair_color	not_blond
2533	hair_color	not_blond
3206	hair_color	not_blond
4007	hair_color	not_blond
4507	hair_color	not_blond
4518	hair_color	not_blond
4524	hair_color	not_blond
6511	hair_color	not_blond
6555	hair_color	not_blond
6733	hair_color	not_blond
6738	hair_color	not_blond
7362	hair_color	not_blond
7381	hair_color	not_blond
8834	hair_color	not_blond
8835	hair_color	not_blond
8841	hair_color	not_blond
8958	hair_color	not_blond
8967	hair_color	not_blond
8972	hair_color	not_blond
11104	hair_color	not_blond
11455	hair_color	not_blond
11513	hair_color	not_blond
11537	hair_color	not_blond
11545	hair_color	not_blond
11610	hair_color	not_blond
11630	hair_color	not_blond
11633	hair_color	not_blond
11635	hair_color	not_blond
11668	hair_color	not_blond
11670	hair_color	not_blond
11675	hair_color	not_blond
11757	hair_color	not_blond
11783	hair_color	not_blond
11828	hair_color	not_blond
11888	hair_color	not_blond
11959	hair_color	not_blond
12001	hair_color	not_blond
12013	hair_color	not_blond
12020	hair_color	not_blond
12029	hair_color	not_blond
12033	hair_color	not_blond
12086	hair_color	not_blond
12121	hair_color	not_blond
12131	hair_color	not_blond
12171	hair_color	not_blond
12190	hair_color	not_blond
12196	hair_color	not_blond
12208	hair_color	not_blond
12258	hair_color	not_blond
12259	hair_color	not_blond
12286	hair_color	not_blond
12287	hair_color	not_blond
12310	hair_color	not_blond
12318	hair_color	not_blond
12351	hair_color	not_blond
12357	hair_color	not_blond
12404	hair_color	not_blond
12426	hair_color	not_blond
12427	hair_color	not_blond
12449	hair_color	not_blond
12486	hair_color	not_blond
12551	hair_color	not_blond
12601	hair_color	not_blond
12608	hair_color	not_blond
12640	hair_color	not_blond
12673	hair_color	not_blond
12682	hair_color	not_blond
12715	hair_color	not_blond
12739	hair_color	not_blond
12754	hair_color	not_blond
12782	hair_color	not_blond
12862	hair_color	not_blond
12929	hair_color	not_blond
12986	hair_color	not_blond
13033	hair_color	not_blond
13051	hair_color	not_blond
13078	hair_color	not_blond
13135	hair_color	not_blond
13196	hair_color	not_blond
13216	hair_color	not_blond
13243	hair_color	not_blond
13252	hair_color	not_blond
13316	hair_color	not_blond
13372	hair_color	not_blond
13399	hair_color	not_blond
13403	hair_color	not_blond
13438	hair_color	not_blond
13460	hair_color	not_blond
13476	hair_color	not_blond
13486	hair_color	not_blond
13494	hair_color	not_blond
13517	hair_color	not_blond
13527	hair_color	not_blond
13562	hair_color	not_blond
13629	hair_color	not_blond
13654	hair_color	not_blond
13667	hair_color	not_blond
13685	hair_color	not_blond
13717	hair_color	not_blond
13719	hair_color	not_blond
13743	hair_color	not_blond
13757	hair_color	not_blond
13800	hair_color	not_blond
13801	hair_color	not_blond
13804	hair_color	not_blond
13806	hair_color	not_blond
13812	hair_color	not_blond
13820	hair_color	not_blond
13837	hair_color	not_blond
13845	hair_color	not_blond
13858	hair_color	not_blond
13877	hair_color	not_blond
13881	hair_color	not_blond
13890	hair_color	not_blond
13893	hair_color	not_blond
13920	hair_color	not_blond
13930	hair_color	not_blond
13976	hair_color	not_blond
13991	hair_color	not_blond
14002	hair_color	not_blond
14009	hair_color	not_blond
14014	hair_color	not_blond
14017	hair_color	not_blond
14021	hair_color	not_blond
14023	hair_color	not_blond
14026	hair_color	not_blond
14029	hair_color	not_blond
14031	hair_color	not_blond
14032	hair_color	not_blond
14035	hair_color	not_blond
14036	hair_color	not_blond
14037	hair_color	not_blond
14039	hair_color	not_blond
14040	hair_color	not_blond
14041	hair_color	not_blond
14058	hair_color	not_blond
14061	hair_color	not_blond
14075	hair_color	not_blond
14090	hair_color	not_blond
14118	hair_color	not_blond
14121	hair_color	not_blond
14123	hair_color	not_blond
14124	hair_color	not_blond
14125	hair_color	not_blond
14126	hair_color	not_blond
14127	hair_color	not_blond
14134	hair_color	not_blond
14135	hair_color	not_blond
14140	hair_color	not_blond
14143	hair_color	not_blond
14153	hair_color	not_blond
14154	hair_color	not_blond
14155	hair_color	not_blond
14157	hair_color	not_blond
14162	hair_color	not_blond
14163	hair_color	not_blond
14164	hair_color	not_blond
14165	hair_color	not_blond
14166	hair_color	not_blond
14180	hair_color	not_blond
14183	hair_color	not_blond
14204	hair_color	not_blond
14216	hair_color	not_blond
14246	hair_color	not_blond
14247	hair_color	not_blond
14287	hair_color	not_blond
14311	hair_color	not_blond
14314	hair_color	not_blond
14315	hair_color	not_blond
14316	hair_color	not_blond
14337	hair_color	not_blond
14341	hair_color	not_blond
14344	hair_color	not_blond
14352	hair_color	not_blond
14356	hair_color	not_blond
14377	hair_color	not_blond
14381	hair_color	not_blond
14401	hair_color	not_blond
14427	hair_color	not_blond
14449	hair_color	not_blond
14452	hair_color	not_blond
14464	hair_color	not_blond
14465	hair_color	not_blond
14466	hair_color	not_blond
14482	hair_color	not_blond
14484	hair_color	not_blond
14487	hair_color	not_blond
14488	hair_color	not_blond
14489	hair_color	not_blond
14491	hair_color	not_blond
14500	hair_color	not_blond
14501	hair_color	not_blond
14506	hair_color	not_blond
14519	hair_color	not_blond
2531	lighting	flash
11449	lighting	flash
11466	lighting	flash
11535	lighting	flash
11536	lighting	flash
11539	lighting	flash
11549	lighting	flash
11558	lighting	flash
11617	lighting	flash
11659	lighting	flash
11855	lighting	flash
11862	lighting	flash
11863	lighting	flash
11886	lighting	flash
11966	lighting	flash
11973	lighting	flash
11984	lighting	flash
11990	lighting	flash
12000	lighting	flash
12003	lighting	flash
12009	lighting	flash
12011	lighting	flash
12086	lighting	flash
12101	lighting	flash
12181	lighting	flash
12187	lighting	flash
12256	lighting	flash
12303	lighting	flash
12311	lighting	flash
12319	lighting	flash
12343	lighting	flash
12356	lighting	flash
12378	lighting	flash
12381	lighting	flash
12389	lighting	flash
12396	lighting	flash
12400	lighting	flash
12580	lighting	flash
12586	lighting	flash
12596	lighting	flash
12606	lighting	flash
12621	lighting	flash
12622	lighting	flash
12623	lighting	flash
12638	lighting	flash
12639	lighting	flash
12644	lighting	flash
12647	lighting	flash
12671	lighting	flash
12682	lighting	flash
12722	lighting	flash
12752	lighting	flash
12788	lighting	flash
12804	lighting	flash
12808	lighting	flash
12823	lighting	flash
12841	lighting	flash
12842	lighting	flash
12860	lighting	flash
12900	lighting	flash
13026	lighting	flash
13029	lighting	flash
13030	lighting	flash
13038	lighting	flash
13039	lighting	flash
13043	lighting	flash
13060	lighting	flash
13061	lighting	flash
13062	lighting	flash
13063	lighting	flash
13080	lighting	flash
13081	lighting	flash
13105	lighting	flash
13106	lighting	flash
13120	lighting	flash
13121	lighting	flash
13160	lighting	flash
13217	lighting	flash
13309	lighting	flash
13311	lighting	flash
13326	lighting	flash
13341	lighting	flash
13342	lighting	flash
13353	lighting	flash
13367	lighting	flash
13369	lighting	flash
13435	lighting	flash
13437	lighting	flash
13440	lighting	flash
13452	lighting	flash
13461	lighting	flash
13473	lighting	flash
13497	lighting	flash
13498	lighting	flash
13514	lighting	flash
13515	lighting	flash
13528	lighting	flash
13530	lighting	flash
13531	lighting	flash
13532	lighting	flash
13533	lighting	flash
13536	lighting	flash
13540	lighting	flash
13541	lighting	flash
13542	lighting	flash
13543	lighting	flash
13545	lighting	flash
13546	lighting	flash
13559	lighting	flash
13579	lighting	flash
13618	lighting	flash
13648	lighting	flash
13703	lighting	flash
13705	lighting	flash
13729	lighting	flash
13744	lighting	flash
13869	lighting	flash
13931	lighting	flash
13973	lighting	flash
14193	lighting	flash
14227	lighting	flash
14228	lighting	flash
14229	lighting	flash
14235	lighting	flash
14239	lighting	flash
14241	lighting	flash
14250	lighting	flash
14281	lighting	flash
14283	lighting	flash
14326	lighting	flash
14345	lighting	flash
14347	lighting	flash
14359	lighting	flash
14365	lighting	flash
14376	lighting	flash
14379	lighting	flash
14390	lighting	flash
14393	lighting	flash
14397	lighting	flash
14402	lighting	flash
14424	lighting	flash
14431	lighting	flash
14438	lighting	flash
14442	lighting	flash
14443	lighting	flash
14480	lighting	flash
14490	lighting	flash
14494	lighting	flash
14495	lighting	flash
14496	lighting	flash
14508	lighting	flash
14510	lighting	flash
14520	lighting	flash
14552	lighting	flash
14553	lighting	flash
14574	lighting	flash
14585	lighting	flash
14603	lighting	flash
14604	lighting	flash
14610	lighting	flash
14615	lighting	flash
14629	lighting	flash
14636	lighting	flash
14638	lighting	flash
14639	lighting	flash
14640	lighting	flash
14654	lighting	flash
14656	lighting	flash
14667	lighting	flash
14668	lighting	flash
14669	lighting	flash
14670	lighting	flash
14671	lighting	flash
14674	lighting	flash
14675	lighting	flash
14678	lighting	flash
14682	lighting	flash
14687	lighting	flash
14693	lighting	flash
14697	lighting	flash
14698	lighting	flash
14699	lighting	flash
14707	lighting	flash
14717	lighting	flash
14718	lighting	flash
14729	lighting	flash
14730	lighting	flash
14733	lighting	flash
14736	lighting	flash
14737	lighting	flash
14738	lighting	flash
14739	lighting	flash
14740	lighting	flash
14742	lighting	flash
14743	lighting	flash
14744	lighting	flash
14748	lighting	flash
14751	lighting	flash
14770	lighting	flash
14771	lighting	flash
504	lighting	harsh
505	lighting	harsh
11498	lighting	harsh
11499	lighting	harsh
11513	lighting	harsh
11514	lighting	harsh
11522	lighting	harsh
11542	lighting	harsh
11555	lighting	harsh
11556	lighting	harsh
11565	lighting	harsh
11567	lighting	harsh
11581	lighting	harsh
11614	lighting	harsh
11702	lighting	harsh
11773	lighting	harsh
11792	lighting	harsh
11794	lighting	harsh
11818	lighting	harsh
11819	lighting	harsh
11821	lighting	harsh
11823	lighting	harsh
11826	lighting	harsh
11829	lighting	harsh
11830	lighting	harsh
12044	lighting	harsh
12129	lighting	harsh
12200	lighting	harsh
12244	lighting	harsh
12257	lighting	harsh
12392	lighting	harsh
12402	lighting	harsh
12474	lighting	harsh
12506	lighting	harsh
12717	lighting	harsh
12719	lighting	harsh
12735	lighting	harsh
12736	lighting	harsh
12746	lighting	harsh
12757	lighting	harsh
12855	lighting	harsh
12919	lighting	harsh
13113	lighting	harsh
13138	lighting	harsh
13140	lighting	harsh
13389	lighting	harsh
13403	lighting	harsh
13424	lighting	harsh
13487	lighting	harsh
13501	lighting	harsh
13502	lighting	harsh
13505	lighting	harsh
13506	lighting	harsh
13518	lighting	harsh
13519	lighting	harsh
13553	lighting	harsh
13555	lighting	harsh
13557	lighting	harsh
13563	lighting	harsh
13574	lighting	harsh
13575	lighting	harsh
13630	lighting	harsh
13652	lighting	harsh
13676	lighting	harsh
13700	lighting	harsh
13701	lighting	harsh
13702	lighting	harsh
13910	lighting	harsh
13913	lighting	harsh
13937	lighting	harsh
13939	lighting	harsh
13953	lighting	harsh
13964	lighting	harsh
13985	lighting	harsh
13987	lighting	harsh
14000	lighting	harsh
14052	lighting	harsh
14056	lighting	harsh
14063	lighting	harsh
14089	lighting	harsh
14091	lighting	harsh
14104	lighting	harsh
14116	lighting	harsh
14130	lighting	harsh
14140	lighting	harsh
14141	lighting	harsh
14222	lighting	harsh
14255	lighting	harsh
14257	lighting	harsh
14268	lighting	harsh
14269	lighting	harsh
14270	lighting	harsh
14278	lighting	harsh
14280	lighting	harsh
14295	lighting	harsh
14297	lighting	harsh
14310	lighting	harsh
14311	lighting	harsh
14329	lighting	harsh
14342	lighting	harsh
14361	lighting	harsh
14363	lighting	harsh
14413	lighting	harsh
14493	lighting	harsh
14560	lighting	harsh
14563	lighting	harsh
14568	lighting	harsh
14584	lighting	harsh
14601	lighting	harsh
14611	lighting	harsh
14620	lighting	harsh
14658	lighting	harsh
14661	lighting	harsh
14662	lighting	harsh
14663	lighting	harsh
14666	lighting	harsh
14673	lighting	harsh
14676	lighting	harsh
14685	lighting	harsh
14686	lighting	harsh
14692	lighting	harsh
14695	lighting	harsh
14716	lighting	harsh
14721	lighting	harsh
14727	lighting	harsh
14728	lighting	harsh
14754	lighting	harsh
14789	lighting	harsh
14799	lighting	harsh
14808	lighting	harsh
14811	lighting	harsh
14824	lighting	harsh
14830	lighting	harsh
14842	lighting	harsh
14843	lighting	harsh
14844	lighting	harsh
14845	lighting	harsh
14854	lighting	harsh
14857	lighting	harsh
14861	lighting	harsh
14862	lighting	harsh
14866	lighting	harsh
14887	lighting	harsh
14889	lighting	harsh
14898	lighting	harsh
14900	lighting	harsh
14919	lighting	harsh
14920	lighting	harsh
14927	lighting	harsh
14930	lighting	harsh
14932	lighting	harsh
14936	lighting	harsh
14938	lighting	harsh
14943	lighting	harsh
14946	lighting	harsh
14947	lighting	harsh
14948	lighting	harsh
14950	lighting	harsh
14955	lighting	harsh
14956	lighting	harsh
14957	lighting	harsh
14959	lighting	harsh
14960	lighting	harsh
14963	lighting	harsh
14965	lighting	harsh
14966	lighting	harsh
14967	lighting	harsh
14968	lighting	harsh
14969	lighting	harsh
14970	lighting	harsh
14971	lighting	harsh
14972	lighting	harsh
14973	lighting	harsh
14974	lighting	harsh
14975	lighting	harsh
14976	lighting	harsh
14977	lighting	harsh
14978	lighting	harsh
14979	lighting	harsh
14980	lighting	harsh
14981	lighting	harsh
14982	lighting	harsh
14983	lighting	harsh
14984	lighting	harsh
14985	lighting	harsh
14986	lighting	harsh
14987	lighting	harsh
14988	lighting	harsh
14989	lighting	harsh
14990	lighting	harsh
14991	lighting	harsh
14992	lighting	harsh
14993	lighting	harsh
14994	lighting	harsh
14995	lighting	harsh
14996	lighting	harsh
14997	lighting	harsh
14998	lighting	harsh
14999	lighting	harsh
15000	lighting	harsh
14	mustache	false
16	mustache	false
19	mustache	false
28	mustache	false
30	mustache	false
33	mustache	false
34	mustache	false
41	mustache	false
42	mustache	false
44	mustache	false
459	mustache	false
461	mustache	false
462	mustache	false
469	mustache	false
471	mustache	false
472	mustache	false
474	mustache	false
477	mustache	false
504	mustache	false
511	mustache	false
536	mustache	false
538	mustache	false
554	mustache	false
558	mustache	false
560	mustache	false
563	mustache	false
570	mustache	false
579	mustache	false
584	mustache	false
587	mustache	false
589	mustache	false
590	mustache	false
612	mustache	false
672	mustache	false
679	mustache	false
680	mustache	false
689	mustache	false
691	mustache	false
1317	mustache	false
1319	mustache	false
1320	mustache	false
1323	mustache	false
1324	mustache	false
1641	mustache	false
1854	mustache	false
1858	mustache	false
1859	mustache	false
1982	mustache	false
2268	mustache	false
2273	mustache	false
2286	mustache	false
2494	mustache	false
2500	mustache	false
2527	mustache	false
2529	mustache	false
2531	mustache	false
2532	mustache	false
2533	mustache	false
2537	mustache	false
2540	mustache	false
2546	mustache	false
2554	mustache	false
2559	mustache	false
2560	mustache	false
2568	mustache	false
2572	mustache	false
2581	mustache	false
2583	mustache	false
2586	mustache	false
2589	mustache	false
2591	mustache	false
2593	mustache	false
2607	mustache	false
2608	mustache	false
2643	mustache	false
2645	mustache	false
2646	mustache	false
2650	mustache	false
2651	mustache	false
3205	mustache	false
3206	mustache	false
3422	mustache	false
3425	mustache	false
3906	mustache	false
3919	mustache	false
3931	mustache	false
3936	mustache	false
3946	mustache	false
3960	mustache	false
3962	mustache	false
3969	mustache	false
3982	mustache	false
3984	mustache	false
3991	mustache	false
3996	mustache	false
3998	mustache	false
3999	mustache	false
4000	mustache	false
4001	mustache	false
4003	mustache	false
4004	mustache	false
4007	mustache	false
4008	mustache	false
4009	mustache	false
4024	mustache	false
4028	mustache	false
4033	mustache	false
4042	mustache	false
4046	mustache	false
4047	mustache	false
4048	mustache	false
4050	mustache	false
4051	mustache	false
4063	mustache	false
4072	mustache	false
4507	mustache	false
4509	mustache	false
4513	mustache	false
4516	mustache	false
4518	mustache	false
4524	mustache	false
4533	mustache	false
4534	mustache	false
4557	mustache	false
4967	mustache	false
4975	mustache	false
4983	mustache	false
4988	mustache	false
5176	mustache	false
5180	mustache	false
5189	mustache	false
5208	mustache	false
5212	mustache	false
5213	mustache	false
5236	mustache	false
5489	mustache	false
5493	mustache	false
5504	mustache	false
5507	mustache	false
5632	mustache	false
5636	mustache	false
5653	mustache	false
5851	mustache	false
5927	mustache	false
5929	mustache	false
5932	mustache	false
5933	mustache	false
5934	mustache	false
5935	mustache	false
5948	mustache	false
5950	mustache	false
5952	mustache	false
5958	mustache	false
5959	mustache	false
5963	mustache	false
5964	mustache	false
5965	mustache	false
5968	mustache	false
6334	mustache	false
6348	mustache	false
6353	mustache	false
6434	mustache	false
6447	mustache	false
6448	mustache	false
6464	mustache	false
6473	mustache	false
6492	mustache	false
6497	mustache	false
6502	mustache	false
6505	mustache	false
6511	mustache	false
6531	mustache	false
6691	mustache	false
6698	mustache	false
6701	mustache	false
6702	mustache	false
6703	mustache	false
6715	mustache	false
6716	mustache	false
6723	mustache	false
6725	mustache	false
6727	mustache	false
6733	mustache	false
6738	mustache	false
6739	mustache	false
6762	mustache	false
6773	mustache	false
7266	mustache	false
7268	mustache	false
7269	mustache	false
7291	mustache	false
7327	mustache	false
7328	mustache	false
7339	mustache	false
7362	mustache	false
7371	mustache	false
7372	mustache	false
7373	mustache	false
7374	mustache	false
7377	mustache	false
505	mustache	true
512	mustache	true
519	mustache	true
547	mustache	true
548	mustache	true
553	mustache	true
578	mustache	true
591	mustache	true
592	mustache	true
611	mustache	true
669	mustache	true
683	mustache	true
1661	mustache	true
1666	mustache	true
2526	mustache	true
2544	mustache	true
2555	mustache	true
2577	mustache	true
2596	mustache	true
2598	mustache	true
2632	mustache	true
2635	mustache	true
2637	mustache	true
2639	mustache	true
2659	mustache	true
3428	mustache	true
3436	mustache	true
3944	mustache	true
3951	mustache	true
3961	mustache	true
3993	mustache	true
4019	mustache	true
4022	mustache	true
4041	mustache	true
4970	mustache	true
4971	mustache	true
5183	mustache	true
5185	mustache	true
5200	mustache	true
5204	mustache	true
5498	mustache	true
5502	mustache	true
5505	mustache	true
5506	mustache	true
5926	mustache	true
5931	mustache	true
5970	mustache	true
5984	mustache	true
6339	mustache	true
6362	mustache	true
6368	mustache	true
6370	mustache	true
6382	mustache	true
6401	mustache	true
6403	mustache	true
6406	mustache	true
6408	mustache	true
6409	mustache	true
6420	mustache	true
6424	mustache	true
6427	mustache	true
6444	mustache	true
6446	mustache	true
6454	mustache	true
6455	mustache	true
6482	mustache	true
6496	mustache	true
6498	mustache	true
6503	mustache	true
6519	mustache	true
6555	mustache	true
6764	mustache	true
6962	mustache	true
6964	mustache	true
7278	mustache	true
7296	mustache	true
7404	mustache	true
8484	mustache	true
9687	mustache	true
9715	mustache	true
9733	mustache	true
9734	mustache	true
9739	mustache	true
11086	mustache	true
11424	mustache	true
11446	mustache	true
11447	mustache	true
11448	mustache	true
11453	mustache	true
11478	mustache	true
11479	mustache	true
11480	mustache	true
11481	mustache	true
11483	mustache	true
11484	mustache	true
11497	mustache	true
11508	mustache	true
11512	mustache	true
11522	mustache	true
11523	mustache	true
11525	mustache	true
11526	mustache	true
11539	mustache	true
11554	mustache	true
11573	mustache	true
11577	mustache	true
11586	mustache	true
11589	mustache	true
11621	mustache	true
11666	mustache	true
11667	mustache	true
11672	mustache	true
11705	mustache	true
11712	mustache	true
11716	mustache	true
11717	mustache	true
11782	mustache	true
11802	mustache	true
11807	mustache	true
11817	mustache	true
11853	mustache	true
11856	mustache	true
11858	mustache	true
11865	mustache	true
11866	mustache	true
11888	mustache	true
11891	mustache	true
11911	mustache	true
11933	mustache	true
11938	mustache	true
11946	mustache	true
11983	mustache	true
11989	mustache	true
12038	mustache	true
12042	mustache	true
12048	mustache	true
12055	mustache	true
12056	mustache	true
12087	mustache	true
12089	mustache	true
12097	mustache	true
12118	mustache	true
12122	mustache	true
12126	mustache	true
12135	mustache	true
12155	mustache	true
12170	mustache	true
12180	mustache	true
12185	mustache	true
12279	mustache	true
12290	mustache	true
12334	mustache	true
12376	mustache	true
12406	mustache	true
12408	mustache	true
12409	mustache	true
12414	mustache	true
12415	mustache	true
12439	mustache	true
12445	mustache	true
12505	mustache	true
12512	mustache	true
12545	mustache	true
12565	mustache	true
12567	mustache	true
12573	mustache	true
12584	mustache	true
12610	mustache	true
12613	mustache	true
12661	mustache	true
12663	mustache	true
12672	mustache	true
12675	mustache	true
12721	mustache	true
12726	mustache	true
12777	mustache	true
12781	mustache	true
12792	mustache	true
12797	mustache	true
12822	mustache	true
12825	mustache	true
12831	mustache	true
12877	mustache	true
12879	mustache	true
12889	mustache	true
12904	mustache	true
12918	mustache	true
12921	mustache	true
12963	mustache	true
12990	mustache	true
13018	mustache	true
13042	mustache	true
13048	mustache	true
13054	mustache	true
13079	mustache	true
13095	mustache	true
13105	mustache	true
13108	mustache	true
13114	mustache	true
13126	mustache	true
11634	race	asian
11673	race	asian
11742	race	asian
11816	race	asian
11831	race	asian
11850	race	asian
11898	race	asian
11901	race	asian
11902	race	asian
11999	race	asian
12017	race	asian
12023	race	asian
12028	race	asian
12071	race	asian
12102	race	asian
12215	race	asian
12217	race	asian
12219	race	asian
12234	race	asian
12235	race	asian
12238	race	asian
12288	race	asian
12386	race	asian
12457	race	asian
12628	race	asian
12741	race	asian
12742	race	asian
12744	race	asian
12745	race	asian
12801	race	asian
12820	race	asian
12865	race	asian
13016	race	asian
13026	race	asian
13109	race	asian
13204	race	asian
13205	race	asian
13206	race	asian
13207	race	asian
13208	race	asian
13210	race	asian
13211	race	asian
13369	race	asian
13383	race	asian
13439	race	asian
13483	race	asian
13490	race	asian
13494	race	asian
13513	race	asian
13639	race	asian
13699	race	asian
13716	race	asian
13733	race	asian
13737	race	asian
13740	race	asian
13741	race	asian
13752	race	asian
13784	race	asian
13802	race	asian
13803	race	asian
13805	race	asian
13812	race	asian
13817	race	asian
13831	race	asian
13832	race	asian
13834	race	asian
13870	race	asian
13885	race	asian
13889	race	asian
13894	race	asian
13895	race	asian
13896	race	asian
13970	race	asian
13997	race	asian
14049	race	asian
14053	race	asian
14060	race	asian
14074	race	asian
14124	race	asian
14130	race	asian
14191	race	asian
14252	race	asian
14257	race	asian
14284	race	asian
14289	race	asian
14324	race	asian
14327	race	asian
14334	race	asian
14338	race	asian
14383	race	asian
14385	race	asian
14387	race	asian
14388	race	asian
14403	race	asian
14429	race	asian
14450	race	asian
14451	race	asian
14458	race	asian
14469	race	asian
14502	race	asian
14521	race	asian
14554	race	asian
14556	race	asian
14579	race	asian
14580	race	asian
14581	race	asian
14582	race	asian
14588	race	asian
14589	race	asian
14590	race	asian
14592	race	asian
14593	race	asian
14594	race	asian
14595	race	asian
14596	race	asian
14597	race	asian
14598	race	asian
14599	race	asian
14600	race	asian
14602	race	asian
14609	race	asian
14613	race	asian
14618	race	asian
14624	race	asian
14625	race	asian
14632	race	asian
14649	race	asian
14650	race	asian
14651	race	asian
14652	race	asian
14653	race	asian
14655	race	asian
14657	race	asian
14659	race	asian
14660	race	asian
14662	race	asian
14664	race	asian
14681	race	asian
14683	race	asian
14684	race	asian
14688	race	asian
14696	race	asian
14701	race	asian
14702	race	asian
14735	race	asian
14741	race	asian
14752	race	asian
14753	race	asian
14755	race	asian
14756	race	asian
14757	race	asian
14758	race	asian
14759	race	asian
14760	race	asian
14761	race	asian
14762	race	asian
14763	race	asian
14764	race	asian
14765	race	asian
14766	race	asian
14768	race	asian
14769	race	asian
14772	race	asian
14773	race	asian
14776	race	asian
14777	race	asian
14778	race	asian
14779	race	asian
14780	race	asian
14781	race	asian
14782	race	asian
14783	race	asian
14784	race	asian
14785	race	asian
14786	race	asian
14795	race	asian
14796	race	asian
14797	race	asian
14798	race	asian
14814	race	asian
14815	race	asian
